,customerID,Churn
232,8937-RDTHP,0.0
233,7083-MIOPC,1.0
234,1984-GPTEH,0.0
235,1251-KRREG,0.0
236,0621-JFHOL,1.0
237,9903-LYSAB,0.0
238,0094-OIFMO,0.0
239,9227-UAQFT,0.0
240,7301-ABVAD,0.0
241,6614-FHDBO,0.0
242,7576-ASEJU,0.0
243,9058-HRZSV,0.0
244,4522-AKYLR,0.0
245,0221-WMXNQ,1.0
246,0303-UNCIP,1.0
247,9947-OTFQU,0.0
248,0322-YINQP,0.0
249,0959-WHOKV,1.0
250,4075-JFPGR,1.0
251,4629-NRXKX,0.0
252,9514-JDSKI,0.0
253,3282-ZISZV,0.0
254,3675-YDUPJ,0.0
255,4111-BNXIF,0.0
256,7017-VFHAY,1.0
257,6655-LHBYW,0.0
258,4959-JOSRX,1.0
259,5046-NUHWD,1.0
260,7273-TEFQD,0.0
261,3606-TWKGI,0.0
262,7529-ZDFXI,0.0
263,7605-BDWDC,0.0
264,1950-KSVVJ,0.0
265,0123-CRBRT,0.0
266,6292-TOSSS,1.0
267,3197-ARFOY,0.0
268,6323-AYBRX,1.0
269,7014-ZZXAW,0.0
270,4385-GZQXV,1.0
271,7633-MVPUY,0.0
272,6366-ZGQGL,1.0
273,4716-HHKQH,1.0
274,5940-AHUHD,1.0
275,6432-TWQLB,0.0
276,4484-GLZOU,0.0
277,3179-GBRWV,0.0
278,8645-KWHJO,0.0
279,4130-MZLCC,0.0
280,0314-TKOSI,0.0
281,8229-MYEJZ,0.0
282,2080-SRCDE,1.0
283,9577-WJVCQ,0.0
284,9512-UIBFX,0.0
285,6202-DYYFX,1.0
286,3808-HFKDE,1.0
287,5583-SXDAG,1.0
288,3488-PGMQJ,1.0
289,3580-REOAC,0.0
290,7534-BFESC,0.0
291,3727-OWVYD,0.0
292,2294-SALNE,0.0
293,4847-TAJYI,0.0
294,1563-IWQEX,0.0
295,8203-XJZRC,0.0
296,6556-DBKZF,0.0
297,6851-WEFYX,1.0
298,2985-JUUBZ,0.0
299,6390-DSAZX,1.0
300,0895-LMRSF,0.0
301,8098-LLAZX,0.0
302,8266-VBFQL,0.0
303,8181-YHCMF,0.0
304,2240-HSJQD,1.0
305,1248-DYXUB,0.0
306,0265-EDXBD,0.0
307,4115-BNPJY,0.0
308,3167-SNQPL,0.0
309,4091-TVOCN,0.0
310,1098-TDVUQ,0.0
311,7277-OZCGZ,0.0
312,1557-EMYVT,1.0
313,2799-ARNLO,0.0
314,7563-BIUPC,0.0
315,5027-YOCXN,1.0
316,3973-SKMLN,1.0
317,2321-OMBXY,0.0
318,2840-XANRC,1.0
319,6745-JEFZB,0.0
320,5020-ZSTTY,0.0
321,9880-TDQAC,0.0
322,8705-WZCYL,0.0
323,7102-JJVTX,0.0
324,8626-PTQGE,0.0
325,4983-CLMLV,1.0
326,5701-YVSVF,0.0
327,5804-LEPIM,0.0
328,5697-GOMBF,0.0
329,2739-CACDQ,0.0
330,9385-EHGDO,0.0
331,9498-FIMXL,1.0
332,2379-GYFLQ,1.0
333,0122-OAHPZ,1.0
334,2868-SNELZ,1.0
335,4322-RCYMT,0.0
336,6680-NENYN,0.0
337,2088-IEBAU,1.0
338,7982-VCELR,0.0
339,1343-EHPYB,0.0
340,6035-BXTTY,0.0
341,6885-PKOAM,0.0
342,7520-HQWJU,0.0
343,9639-BUJXT,0.0
344,5924-SNGKP,1.0
345,0021-IKXGC,0.0
346,2034-GDRCN,0.0
347,8966-SNIZF,0.0
348,6243-OZGFH,0.0
349,4654-DLAMQ,0.0
350,0513-RBGPE,0.0
351,5160-UXJED,1.0
352,4115-NZRKS,1.0
353,0219-YTZUE,1.0
354,0623-IIHUG,0.0
355,4572-DVCGN,0.0
356,3351-NGXYI,1.0
357,8984-EYLLL,0.0
358,9057-MSWCO,0.0
359,9833-TGFHX,0.0
360,9294-TDIPC,0.0
361,5229-DTFYB,0.0
362,0104-PPXDV,0.0
363,5176-LMJXE,1.0
364,3583-KRKMD,0.0
365,1010-DIAUQ,0.0
366,9069-LGEUL,0.0
367,7302-ZHMHP,0.0
368,9571-EDEBV,0.0
369,3520-FJGCV,1.0
370,6563-VRERX,0.0
371,0259-GBZSH,0.0
372,6122-EFVKN,0.0
373,2805-EDJPQ,0.0
374,6862-CQUMB,0.0
375,7156-MXBJE,1.0
376,6158-HDPXZ,0.0
377,9601-BRXPO,0.0
378,2863-IMQDR,0.0
379,5686-CMAWK,1.0
380,5651-CRHKQ,0.0
381,6905-NIQIN,1.0
382,8204-YJCLA,0.0
383,5167-ZFFMM,1.0
384,6583-SZVGP,1.0
385,4895-TMWIR,0.0
386,0533-BNWKF,0.0
387,1708-PBBOA,0.0
388,8782-LKFPK,0.0
389,5522-JBWMO,0.0
390,3597-MVHJT,0.0
391,9774-NRNAU,0.0
392,0224-RLWWD,0.0
393,9967-ATRFS,0.0
394,3951-NJCVI,0.0
395,2977-CEBSX,1.0
396,0177-PXBAT,0.0
397,6599-CEBNN,0.0
398,2519-ERQOJ,0.0
399,5876-QMYLD,0.0
400,2277-AXSDC,1.0
401,9442-JTWDL,0.0
402,0979-PHULV,0.0
403,3067-SVMTC,0.0
404,5495-GPSRW,0.0
405,7606-BPHHN,0.0
406,4742-DRORA,1.0
407,0111-KLBQG,1.0
408,4800-VHZKI,1.0
409,7989-CHGTL,0.0
410,0334-GDDSO,0.0
411,4163-NCJAK,0.0
412,5233-AOZUF,0.0
413,5973-EJGDP,0.0
414,1996-DBMUS,0.0
415,7916-VCCPB,0.0
416,4686-GEFRM,1.0
417,5249-QYHEX,1.0
418,0578-SKVMF,0.0
419,5564-NEMQO,0.0
420,2233-FAGXV,0.0
421,5605-IYGFG,0.0
422,7663-ZTEGJ,0.0
423,3935-TBRZZ,0.0
424,8111-BKVDS,0.0
425,2055-SIFSS,0.0
426,2806-MLNTI,0.0
427,8734-DKSTZ,0.0
428,4360-PNRQB,1.0
429,6152-ONASV,0.0
430,9063-ZGTUY,0.0
431,7781-HVGMK,1.0
432,2181-UAESM,0.0
433,2957-LOLHO,0.0
434,6048-NJXHX,0.0
435,2320-SLKMB,0.0
436,4980-URKXC,0.0
437,4376-KFVRS,0.0
438,5886-VLQVU,0.0
439,3577-AMVUX,0.0
440,0771-WLCLA,0.0
441,5628-RKIFK,0.0
442,0206-TBWLC,0.0
443,2937-FTHUR,1.0
444,1910-FMXJM,1.0
445,7752-XUSCI,0.0
446,4110-PFEUZ,0.0
447,0732-OCQOC,0.0
448,5168-MSWXT,0.0
449,1090-ESELR,0.0
450,8592-PLTMQ,0.0
451,5760-WRAHC,1.0
452,8847-GEOOQ,0.0
453,0256-LTHVJ,0.0
454,4785-FCIFB,0.0
455,8313-NDOIA,0.0
456,5149-CUZUJ,0.0
457,0942-KOWSM,0.0
458,4237-CLSMM,0.0
459,1452-VOQCH,0.0
460,4719-UMSIY,1.0
461,6614-VBEGU,1.0
462,0880-TKATG,0.0
463,3811-VBYBZ,0.0
464,1480-BKXGA,0.0
465,2996-XAUVF,0.0
466,9076-AXYIK,0.0
467,5968-XQIVE,1.0
468,8896-RAZCR,0.0
469,4640-UHDOS,1.0
470,4933-IKULF,0.0
471,3583-EKAPL,0.0
472,1304-BCCFO,1.0
473,4104-PVRPS,1.0
474,9399-APLBT,0.0
475,2359-KMGLI,0.0
476,3780-DDGSE,1.0
477,4431-EDMIQ,1.0
478,0306-JAELE,0.0
479,6227-HWPWX,1.0
480,0486-LGCCH,0.0
481,0447-BEMNG,0.0
482,4612-SSVHJ,1.0
483,5168-MQQCA,0.0
484,5949-XIKAE,0.0
485,7971-HLVXI,0.0
486,9094-AZPHK,0.0
487,3649-JPUGY,1.0
488,4472-LVYGI,0.0
489,8372-JUXUI,0.0
490,3552-CTCYF,1.0
491,6778-YSNIH,0.0
492,0388-EOPEX,0.0
493,5756-OZRIO,1.0
494,6579-JPICP,0.0
495,8205-OTCHB,0.0
496,4134-BSXLX,1.0
497,0505-SPOOW,1.0
498,6235-VDHOM,0.0
499,7783-YKGDV,0.0
500,4374-YMUSQ,0.0
501,4513-CXYIX,0.0
502,3957-HHLMR,0.0
503,7803-XOCCZ,1.0
504,5736-YEJAX,0.0
505,5609-CEBID,1.0
506,8981-FJGLA,1.0
507,7218-HKQFK,0.0
508,4636-QRJKY,0.0
509,1135-LMECX,0.0
510,4332-MUOEZ,1.0
511,8535-SFUTN,0.0
512,5956-VKDTT,0.0
513,8677-HDZEE,1.0
514,2475-MROZF,0.0
515,9412-GHEEC,0.0
516,3482-ABPKK,1.0
517,6705-LXORM,0.0
518,0257-ZESQC,0.0
519,7531-GQHME,0.0
520,5174-ITUMV,0.0
521,4109-CYRBD,1.0
522,0913-XWSCN,1.0
523,6825-UYPFK,0.0
524,8397-MVTAZ,0.0
525,0750-EBAIU,0.0
526,8606-CIQUL,0.0
527,3571-DPYUH,0.0
528,7601-GNDYK,0.0
529,0356-OBMAC,0.0
530,8067-NIOYM,0.0
531,1403-GYAFU,0.0
532,4234-XTNEA,1.0
533,1297-VQDRP,0.0
534,9282-IZGQK,0.0
535,5348-CAGXB,0.0
536,0621-HJWXJ,0.0
537,5844-QVTAT,0.0
538,8905-IAZPF,0.0
539,5394-MEITZ,0.0
540,6859-QNXIQ,0.0
541,2782-LFZVW,1.0
542,2866-IKBTM,1.0
543,1342-JPNKI,0.0
544,2817-NTQDO,1.0
545,7129-AZJDE,0.0
546,6986-IJDHX,0.0
547,2560-PPCHE,0.0
548,4676-MQUEA,0.0
549,8138-EALND,0.0
550,3580-HYCSP,0.0
551,1352-HNSAW,0.0
552,2075-PUEPR,1.0
553,1982-FEBTD,0.0
554,5301-GAUUY,0.0
555,5791-KAJFD,0.0
556,2654-VBVPB,0.0
557,1154-HYWWO,0.0
558,2501-XWWTZ,0.0
559,3716-UVSPD,0.0
560,6815-ABQFQ,0.0
561,7343-EOBEU,0.0
562,3701-SFMUH,0.0
563,6103-LIANB,0.0
564,7319-VENRZ,0.0
565,5846-NEQVZ,0.0
566,6967-QIQRV,1.0
567,5781-RFZRP,0.0
568,0939-YAPAF,0.0
569,0308-IVGOK,0.0
570,7293-LSCDV,0.0
571,7025-WCBNE,1.0
572,5756-JYOJT,0.0
573,4710-FDUIZ,0.0
574,6030-REHUX,0.0
575,9548-LIGTA,0.0
576,5150-LJNSR,0.0
577,8270-RKSAP,0.0
578,6522-YRBXD,1.0
579,2640-LYMOV,1.0
580,1218-VKFPE,1.0
581,3627-FHKBK,0.0
582,2865-TCHJW,0.0
583,1423-BMPBQ,1.0
584,2393-DIVAI,0.0
585,5192-EBGOV,0.0
586,4568-KNYWR,0.0
587,8752-IMQOS,0.0
588,0742-LAFQK,0.0
589,0795-LAFGP,0.0
590,0619-OLYUR,0.0
591,5512-IDZEI,0.0
592,0459-SPZHJ,0.0
593,0215-BQKGS,1.0
594,9244-ZVAPM,0.0
595,0719-SYFRB,0.0
596,8208-EUMTE,0.0
597,5172-MIGPM,0.0
598,1710-RCXUS,0.0
599,0374-FIUCA,0.0
600,5839-SUYVZ,0.0
601,5173-ZXXXL,0.0
602,1096-ADRUX,0.0
603,2001-MCUUW,0.0
604,2731-GJRDG,0.0
605,4723-BEGSG,0.0
606,6516-NKQBO,0.0
607,8672-OAUPW,1.0
608,8207-DMRVL,1.0
609,3419-SNJJD,1.0
610,6543-CPZMK,0.0
611,4765-OXPPD,0.0
612,2804-ETQDK,0.0
613,6689-VRRTK,0.0
614,7138-GIRSH,0.0
615,9396-ZSFLL,0.0
616,6464-KEXXH,0.0
617,7134-MJPDY,0.0
618,5240-CAOYT,0.0
619,4059-IIEBK,0.0
620,4881-JVQOD,0.0
621,0516-UXRMT,0.0
622,4851-BQDNX,1.0
623,5148-HKFIR,0.0
624,1009-IRMNA,0.0
625,3003-CMDUU,0.0
626,5016-IBERQ,0.0
627,6797-UCJHZ,1.0
628,2469-DTSGX,1.0
629,4554-YGZIH,0.0
630,5099-BAILX,0.0
631,9931-KGHOA,0.0
632,1775-KWJKQ,0.0
633,7665-VIGUD,1.0
634,9411-TPQQV,0.0
635,7207-RMRDB,0.0
636,7954-MLBUN,1.0
637,2077-DDHJK,1.0
638,4913-EHYUI,0.0
639,0195-IESCP,1.0
640,9574-BOSMD,1.0
641,4580-TMHJU,0.0
642,0970-ETWGE,0.0
643,4908-XAXAY,1.0
644,8404-VLQFB,1.0
645,1626-ERCMM,0.0
646,0887-HJGAR,1.0
647,2391-IPLOP,0.0
648,5644-PDMZC,1.0
649,3509-GWQGF,1.0
650,9576-ANLXO,0.0
651,2024-BASKD,0.0
652,5845-BZZIB,1.0
653,1140-UKVZG,0.0
654,4160-AMJTL,0.0
655,5183-SNMJQ,0.0
656,8100-PNJMH,1.0
657,7838-LAZFO,0.0
658,4464-JCOLN,1.0
659,2085-JVGAD,0.0
660,5650-VDUDS,0.0
661,8095-WANWK,0.0
662,3030-ZKIWL,0.0
663,9565-FLVCG,0.0
664,8755-OGKNA,1.0
665,2800-VEQXM,0.0
666,7538-GWHML,1.0
667,5533-RJFTJ,0.0
668,3859-CVCET,0.0
669,0214-JHPFW,0.0
670,5642-MHDQT,1.0
671,3088-FVYWK,0.0
672,3276-HDUEG,1.0
673,9092-GDZKO,0.0
674,0823-HSCDJ,0.0
675,3729-OWRVL,1.0
676,2324-AALNO,0.0
677,0822-GAVAP,0.0
678,5760-IFJOZ,1.0
679,2826-UWHIS,0.0
680,1448-PWKYE,0.0
681,7501-IWUNG,0.0
682,4957-TREIR,0.0
683,7251-LJBQN,0.0
684,8040-MNRTF,0.0
685,1536-HBSWP,1.0
686,5313-FPXWG,0.0
687,0067-DKWBL,0.0
688,0946-FKYTX,0.0
689,5076-YVXCM,0.0
690,8262-COGGB,0.0
691,6663-JOCQO,1.0
692,9620-QJREV,0.0
693,2276-YDAVZ,0.0
694,2682-KEVRP,0.0
695,2480-JZOSN,1.0
696,0078-XZMHT,0.0
697,5896-NPFWW,0.0
698,9978-HYCIN,0.0
699,8338-QIUNR,0.0
700,1525-LNLOJ,0.0
701,9450-TRJUU,0.0
702,1766-GKNMI,0.0
703,6942-LBFDP,1.0
704,1456-TWCGB,0.0
705,7133-VBDCG,0.0
706,7596-ZYWBB,0.0
707,8329-UTMVM,0.0
708,3014-WJKSM,1.0
709,3347-YJZZE,0.0
710,1029-QFBEN,0.0
711,7929-DMBCV,0.0
712,9661-JALZV,0.0
713,5433-KYGHE,0.0
714,4312-KFRXN,0.0
715,5575-TPIZQ,0.0
716,0114-IGABW,0.0
717,9944-AEXBM,0.0
718,1853-ARAAQ,0.0
719,6952-OMNWB,0.0
720,4697-LUPSU,1.0
721,8434-VGEQQ,1.0
722,4952-YSOGZ,1.0
723,1589-AGTLK,0.0
724,5244-IRFIH,0.0
725,6549-YMFAW,0.0
726,4950-HKQTE,1.0
727,6786-OBWQR,0.0
728,2684-EIWEO,1.0
729,2753-JMMCV,0.0
730,6439-GTPCA,0.0
731,6621-YOBKI,0.0
732,1216-JWVUX,0.0
733,7564-GHCVB,0.0
734,1173-NOEYG,0.0
735,7595-EHCDL,0.0
736,6647-ZEDXT,0.0
737,2521-NPUZR,0.0
738,1307-TVUFB,0.0
739,7503-MIOGA,0.0
740,4381-MHQDC,1.0
741,6923-JHPMP,0.0
742,5138-WVKYJ,0.0
743,4018-PPNDW,0.0
744,1635-FJFCC,0.0
745,2499-AJYUA,0.0
746,6919-ELBGL,0.0
747,3966-HRMZA,0.0
748,6425-JWTDV,0.0
749,8405-IGQFX,0.0
750,8224-IVVPA,0.0
751,9477-LGWQI,0.0
752,1410-RSCMR,0.0
753,3115-CZMZD,1.0
754,0139-IVFJG,0.0
755,6683-VLCTZ,0.0
756,5730-DBDSI,1.0
757,0030-FNXPP,0.0
758,2189-WWOEW,0.0
759,5684-FJVYR,1.0
760,4013-GUXND,1.0
761,1894-IGFSG,0.0
762,7379-POKDZ,0.0
763,1266-NZYUI,0.0
764,7969-FFOWG,0.0
765,4718-DHSMV,0.0
766,5175-WLYXL,0.0
767,7817-OMJNA,0.0
768,8728-SKJLR,0.0
769,3137-NYQQI,1.0
770,7706-DZNKK,1.0
771,0236-HFWSV,1.0
772,3900-AQPHZ,1.0
773,5842-POCOP,0.0
774,2037-XJFUP,0.0
775,8823-RLPWL,1.0
776,9505-SQFSW,0.0
777,7314-OXENN,1.0
778,3758-CKOQL,0.0
779,0322-CHQRU,0.0
780,5676-CFLYY,0.0
781,7521-AFHAB,1.0
782,0285-INHLN,0.0
783,4678-DVQEO,1.0
784,5125-CNDSP,0.0
785,0691-IFBQW,0.0
786,4992-LTJNE,0.0
787,2202-OUTMO,0.0
788,0810-BDHAW,0.0
789,0229-LFJAF,0.0
790,7131-ZQZNK,0.0
791,3442-ZHHCC,0.0
792,5726-CVNYA,0.0
793,9871-ELEYA,0.0
794,4257-GAESD,0.0
795,5173-WXOQV,0.0
796,2040-OBMLJ,0.0
797,6286-ZHAOK,1.0
798,3807-XHCJH,0.0
799,3009-JWMPU,1.0
800,5671-RQRLP,0.0
801,1450-GALXR,0.0
802,8859-AXJZP,1.0
803,3174-AKMAS,0.0
804,3138-BKYAV,0.0
805,9926-PJHDQ,0.0
806,7382-DFJTU,1.0
807,2798-NYLMZ,1.0
808,4289-DTDKW,1.0
809,1820-TQVEV,1.0
810,2239-JALAW,0.0
811,4853-RULSV,0.0
812,8098-TDCBU,0.0
813,3551-GAEGL,0.0
814,4785-NKHCX,1.0
815,3196-NVXLZ,0.0
816,6275-YDUVO,1.0
817,0036-IHMOT,0.0
818,0115-TFERT,0.0
819,4178-EGMON,0.0
820,4220-TINQT,0.0
821,5318-YKDPV,0.0
822,7975-TZMLR,0.0
823,0295-QVKPB,1.0
824,4335-BSMJS,1.0
825,2311-QYMUQ,0.0
826,3643-AHCFP,1.0
827,9146-JRIOX,0.0
828,3104-OWCGK,1.0
829,5337-IIWKZ,0.0
830,9101-BWFSS,0.0
831,9650-VBUOG,0.0
832,3487-EARAT,1.0
833,2672-TGEFF,0.0
834,9231-ZJYAM,0.0
835,4250-WAROZ,1.0
836,8184-WMOFI,0.0
837,6982-SSHFK,0.0
838,6092-QZVPP,1.0
839,4625-LAMOB,0.0
840,0727-BMPLR,1.0
841,0392-BZIUW,0.0
842,1038-ZAGBI,1.0
843,6549-NNDYT,0.0
844,3027-ZTDHO,0.0
845,0422-OHQHQ,0.0
846,6916-HIJSE,0.0
847,2316-ESMLS,0.0
848,9778-OGKQZ,0.0
849,7408-OFWXJ,0.0
850,6007-TCTST,0.0
851,2252-NKNSI,0.0
852,8713-IGZSO,0.0
853,7905-TVXTA,1.0
854,7695-PKLCZ,0.0
855,2382-BCKQJ,1.0
856,8374-UULRV,0.0
857,2207-NHRJK,0.0
858,3224-DFQNQ,0.0
859,5275-PMFUT,0.0
860,4795-UXVCJ,1.0
861,9777-IQHWP,1.0
862,0947-MUGVO,1.0
863,9944-HKVVB,1.0
864,4124-MMETB,0.0
865,3671-SHRSP,0.0
866,0979-MOZQI,1.0
867,2732-ISEZX,0.0
868,3313-QKNKB,0.0
869,0323-XWWTN,0.0
870,1937-OTUKY,0.0
871,1573-LGXBA,1.0
872,1764-VUUMT,0.0
873,5073-WXOYN,0.0
874,4713-ZBURT,1.0
875,3050-GBUSH,0.0
876,0207-MDKNV,0.0
877,7876-AEHIG,0.0
878,7945-HLKEA,1.0
879,9342-VNIMQ,0.0
880,9851-KIELU,1.0
881,3523-BRGUW,0.0
882,3908-BLSYF,0.0
883,3199-NPKCN,0.0
884,5170-PTRKA,0.0
885,4661-NJEUX,0.0
886,2123-AGEEN,0.0
887,1258-YMZNM,1.0
888,0048-LUMLS,0.0
889,7549-MYGPK,1.0
890,5898-IGSLP,0.0
891,3804-RVTGV,1.0
892,6259-WJQLC,0.0
893,9227-LUNBG,0.0
894,7997-EASSD,0.0
895,0730-KOAVE,0.0
896,8975-SKGRX,1.0
897,0678-RLHVP,0.0
898,4315-MURBD,0.0
899,2267-FPIMA,1.0
900,1051-GEJLJ,1.0
901,9734-YWGEX,0.0
902,2719-BDAQO,0.0
903,5285-MVEHD,1.0
904,0379-DJQHR,0.0
905,0781-LKXBR,0.0
906,5543-QDCRY,0.0
907,0297-RBCSG,0.0
908,4694-PHWFW,1.0
909,0835-JKADZ,0.0
910,1907-UBQFC,0.0
911,7508-SMHXL,0.0
912,3865-YIOTT,0.0
913,5993-BQHEA,1.0
914,6024-RUGGH,0.0
915,6513-EECDB,0.0
916,3956-CJUST,0.0
917,4079-WWQQQ,0.0
918,6103-BOCOU,0.0
919,5149-TGWDZ,0.0
920,7471-WNSUF,0.0
921,8942-DBMHZ,0.0
922,4301-VVZKA,0.0
923,9199-PWQVC,0.0
924,4824-GUCBY,1.0
925,5393-HJZSM,1.0
926,7074-IEVOJ,0.0
927,9625-QSTYE,0.0
